t,exact_real,exact_imag,sdp_real,sdp_imag,sdp_optimized_real,sdp_optimized_imag,positive_real,positive_imag
5.100000000000000533e+00,-1.321949811836203303e-01,-3.030744345961213226e-01,-1.321780041226099101e-01,-3.030555110233408289e-01,-1.321952181807166948e-01,-3.030746524407155751e-01,-1.321952181807166948e-01,-3.030746524407155751e-01
5.120000000000000107e+00,-1.322632966134889287e-01,-2.991367817979390664e-01,-1.322462035303091088e-01,-2.991180431991813937e-01,-1.322635343915283535e-01,-2.991369968936145596e-01,-1.322635343915283535e-01,-2.991369968936145596e-01
5.139999999999999680e+00,-1.322782209594281777e-01,-2.952249396502455991e-01,-1.322610149411304337e-01,-2.952063875360124157e-01,-1.322784593464936542e-01,-2.952251518772862626e-01,-1.322784593464936542e-01,-2.952251518772862626e-01
5.160000000000000142e+00,-1.322403697943786982e-01,-2.913396015013290374e-01,-1.322230539476737798e-01,-2.913212373254809306e-01,-1.322406086154731264e-01,-2.913398107440547391e-01,-1.322406086154731264e-01,-2.913398107440547391e-01
5.179999999999999716e+00,-1.321503677720139713e-01,-2.874814488594750750e-01,-1.321329452222340661e-01,-2.874632740190041780e-01,-1.321506068492200592e-01,-2.874816550063712950e-01,-1.321506068492200592e-01,-2.874816550063712950e-01
5.200000000000000178e+00,-1.320088484122776962e-01,-2.836511512725595763e-01,-1.319913223023356508e-01,-2.836331671073814564e-01,-1.320090875649225781e-01,-2.836513542164035839e-01,-1.320090875649225781e-01,-2.836513542164035839e-01
5.219999999999999751e+00,-1.318164538853128509e-01,-2.798493662114546754e-01,-1.317988273746603101e-01,-2.798315740042181532e-01,-1.318166929301381185e-01,-2.798495658494356553e-01,-1.318166929301381185e-01,-2.798495658494356553e-01
5.240000000000000213e+00,-1.315738347938522068e-01,-2.760767389572621466e-01,-1.315561110574357262e-01,-2.760591399331783768e-01,-1.315740735451879639e-01,-2.760769351910983271e-01,-1.315740735451879639e-01,-2.760769351910983271e-01
5.259999999999999787e+00,-1.312816499541360760e-01,-2.723339024924025242e-01,-1.312638321813527909e-01,-2.723164978190936725e-01,-1.312818882240801288e-01,-2.723340952284514227e-01,-1.312818882240801288e-01,-2.723340952284514227e-01
5.280000000000000249e+00,-1.309405661754260985e-01,-2.686214773955709068e-01,-1.309226575690783934e-01,-2.686042681829362566e-01,-1.309408037740273367e-01,-2.686216665449362440e-01,-1.309408037740273367e-01,-2.686216665449362440e-01
5.299999999999999822e+00,-1.305512580381835153e-01,-2.649400717405843153e-01,-1.305332618134330824e-01,-2.649230590406858599e-01,-1.305514947736291786e-01,-2.649402572192157135e-01,-1.305514947736291786e-01,-2.649402572192157135e-01
5.320000000000000284e+00,-1.301144076709787878e-01,-2.612902809991312081e-01,-1.300963270543015748e-01,-2.612734658060982262e-01,-1.301146433497865351e-01,-2.612904627279196146e-01,-1.301146433497865351e-01,-2.612904627279196146e-01
5.339999999999999858e+00,-1.296307045262034274e-01,-2.576726879474433018e-01,-1.296125427543438902e-01,-2.576560711973955309e-01,-1.296309389534163192e-01,-2.576728658523108617e-01,-1.296309389534163192e-01,-2.576728658523108617e-01
5.360000000000000320e+00,-1.291008451546502844e-01,-2.540878625769007471e-01,-1.290826054735767503e-01,-2.540714451478895963e-01,-1.291010781340360958e-01,-2.540880365888838477e-01,-1.291010781340360958e-01,-2.540880365888838477e-01
5.379999999999999893e+00,-1.285255329790332413e-01,-2.505363620085856446e-01,-1.285072186428942165e-01,-2.505201447205552823e-01,-1.285257643132867444e-01,-2.505365320639122984e-01,-1.285257643132867444e-01,-2.505365320639122984e-01
5.400000000000000355e+00,-1.279054780665134228e-01,-2.470187304117932858e-01,-1.278870923365950374e-01,-2.470027140265592391e-01,-1.279057075574623337e-01,-2.470188964519549890e-01,-1.279057075574623337e-01,-2.470188964519549890e-01
5.419999999999999929e+00,-1.272413969003030332e-01,-2.435354989265152426e-01,-1.272229430439884568e-01,-2.435196841477620389e-01,-1.272416243491165111e-01,-2.435356608983318960e-01,-1.272416243491165111e-01,-2.435356608983318960e-01
5.440000000000000391e+00,-1.265340121504142101e-01,-2.400871855898995266e-01,-1.265154934401447606e-01,-2.400715730631969858e-01,-1.265342373578146329e-01,-2.400873434455779998e-01,-1.265342373578146329e-01,-2.400873434455779998e-01
5.459999999999999964e+00,-1.257840524436232843e-01,-2.366742952667000577e-01,-1.257654721558619515e-01,-2.366588855795370983e-01,-1.257842752100999939e-01,-2.366744489638862303e-01,-1.257842752100999939e-01,-2.366744489638862303e-01
5.480000000000000426e+00,-1.249922521327193892e-01,-2.332973195837177438e-01,-1.249736135469168841e-01,-2.332821132655562846e-01,-1.249924722587454212e-01,-2.332974690855424693e-01,-1.249924722587454212e-01,-2.332974690855424693e-01
5.500000000000000000e+00,-1.241593510651066712e-01,-2.299567368682445823e-01,-1.241406574626705006e-01,-2.299417343905900968e-01,-1.241595683513570525e-01,-2.299568821433619348e-01,-1.241595683513570525e-01,-2.299568821433619348e-01
5.520000000000000462e+00,-1.232860943508295309e-01,-2.266530120905092816e-01,-1.232673490140960698e-01,-2.266382138669995050e-01,-1.232863085984016727e-01,-2.266531531131286137e-01,-1.232863085984016727e-01,-2.266531531131286137e-01
5.540000000000000036e+00,-1.223732321300905201e-01,-2.233865968101328425e-01,-1.223544383413014275e-01,-2.233720031966463238e-01,-1.223734431407262763e-01,-2.233867335600435711e-01,-1.223734431407262763e-01,-2.233867335600435711e-01
5.560000000000000497e+00,-1.214215193403292425e-01,-2.201579291265919336e-01,-1.214026803806106808e-01,-2.201435404213726021e-01,-1.214217269166381064e-01,-2.201580615891814974e-01,-1.214217269166381064e-01,-2.201580615891814974e-01
5.580000000000000071e+00,-1.204317154829327163e-01,-2.169674336336953058e-01,-1.204128346312796916e-01,-2.169532500774960238e-01,-1.204319194286164324e-01,-2.169675617999596573e-01,-1.204319194286164324e-01,-2.169675617999596573e-01
5.600000000000000533e+00,-1.194045843896455045e-01,-2.138155213780682795e-01,-1.193856649219104116e-01,-2.138015431543119904e-01,-1.194047845097232219e-01,-2.138156452446155764e-01,-1.194047845097232219e-01,-2.138156452446155764e-01
5.620000000000000107e+00,-1.183408939887489464e-01,-2.107025898216479398e-01,-1.183219391766346801e-01,-2.106888170566062757e-01,-1.183410900897831769e-01,-2.107027093906946869e-01,-1.183410900897831769e-01,-2.107027093906946869e-01
5.639999999999999680e+00,-1.172414160710779502e-01,-2.076290228081831279e-01,-1.172224291811366781e-01,-2.076154555711728633e-01,-1.172416079614008455e-01,-2.076291380875433246e-01,-1.172416079614008455e-01,-2.076291380875433246e-01
5.660000000000000142e+00,-1.161069260559450811e-01,-2.045951905337377863e-01,-1.160879103485820824e-01,-2.045818288373348337e-01,-1.161071135458845577e-01,-2.045953015368045524e-01,-1.161071135458845577e-01,-2.045953015368045524e-01
5.679999999999999716e+00,-1.149382027570397397e-01,-2.016014495211916890e-01,-1.149191614855231136e-01,-2.015882933214617201e-01,-1.149383856591457420e-01,-2.016015562669113137e-01,-1.149383856591457420e-01,-2.016015562669113137e-01
5.700000000000000178e+00,-1.137360281483705965e-01,-1.986481425987305371e-01,-1.137169645578471056e-01,-1.986351917954775614e-01,-1.137362062776406946e-01,-1.986482451115695325e-01,-1.137362062776406946e-01,-1.986482451115695325e-01
5.719999999999999751e+00,-1.125011871303209926e-01,-1.957355988823217263e-01,-1.124821044568382195e-01,-1.957228533193534348e-01,-1.125013603044250632e-01,-1.957356971922262490e-01,-1.125013603044250632e-01,-1.957356971922262490e-01
5.740000000000000213e+00,-1.112344672958831687e-01,-1.928641337621630758e-01,-1.112153687654181128e-01,-1.928515932275731148e-01,-1.112346353353876188e-01,-1.928642279045111596e-01,-1.112346353353876188e-01,-1.928642279045111596e-01
5.759999999999999787e+00,-1.099366586971410459e-01,-1.900340488930987448e-01,-1.099175475246360473e-01,-1.900217131195654496e-01,-1.099368214257309823e-01,-1.900341389086445121e-01,-1.099368214257309823e-01,-1.900341389086445121e-01
5.780000000000000249e+00,-1.086085536120673517e-01,-1.872456321889873487e-01,-1.085894330004729541e-01,-1.872335008540894075e-01,-1.086087108567682369e-01,-1.872457181237987545e-01,-1.086087108567682369e-01,-1.872457181237987545e-01
5.799999999999999822e+00,-1.072509463117043288e-01,-1.844991578210138650e-01,-1.072318194510295114e-01,-1.844872305475625807e-01,-1.072510979031003481e-01,-1.844992397264022810e-01,-1.072510979031003481e-01,-1.844992397264022810e-01
5.820000000000000284e+00,-1.058646328277916687e-01,-1.817948862199290916e-01,-1.058455028941625992e-01,-1.817831625763161596e-01,-1.058647786002434588e-01,-1.817949641523719240e-01,-1.058647786002434588e-01,-1.817949641523719240e-01
5.839999999999999858e+00,-1.044504107209127675e-01,-1.791330640822048070e-01,-1.044312808756384242e-01,-1.791215435827673286e-01,-1.044505505127718697e-01,-1.791331381032608971e-01,-1.044505505127718697e-01,-1.791331381032608971e-01
5.860000000000000320e+00,-1.030090788492204756e-01,-1.765139243800865898e-01,-1.029899522378677212e-01,-1.765026064854871568e-01,-1.030092125030414446e-01,-1.765139945563044543e-01,-1.030092125030414446e-01,-1.765139945563044543e-01
5.879999999999999893e+00,-1.015414371378124542e-01,-1.739376863755309754e-01,-1.015223168892891714e-01,-1.739265704931534096e-01,-1.015415645005618289e-01,-1.739377527783491917e-01,-1.015415645005618289e-01,-1.739377527783491917e-01
5.900000000000000355e+00,-1.000482863488190155e-01,-1.714045556380043578e-01,-1.000291755744663474e-01,-1.713936411223660750e-01,-1.000484072720814882e-01,-1.714046183436456761e-01,-1.000484072720814882e-01,-1.714046183436456761e-01
5.919999999999999929e+00,-9.853042785226936995e-02,-1.689147240661306448e-01,-9.851132964496289723e-02,-1.689040102193089532e-01,-9.853054219244995748e-02,-1.689147831554886625e-01,-9.853054219244995748e-02,-1.689147831554886625e-01
5.940000000000000391e+00,-9.698866339780097545e-02,-1.664683699131618566e-01,-9.696958083106134441e-02,-1.664578559852369910e-01,-9.698877101632395747e-02,-1.664684254716810585e-01,-9.698877101632395747e-02,-1.664684254716810585e-01
5.959999999999999964e+00,-9.542379488727623094e-02,-1.640656578162559831e-01,-9.540473101438963488e-02,-1.640553430057674900e-01,-9.542389565077942504e-02,-1.640657099338043712e-01,-9.542389565077942504e-02,-1.640657099338043712e-01
5.980000000000000426e+00,-9.383662414836940746e-02,-1.617067388295344577e-01,-9.381758200151756044e-02,-1.616966222839540668e-01,-9.383671792889509977e-02,-1.617067876002703797e-01,-9.383671792889509977e-02,-1.617067876002703797e-01
6.000000000000000000e+00,-9.222795270918855703e-02,-1.593917504609018987e-01,-9.220893529858956161e-02,-1.593818312771197454e-01,-9.222803938436889559e-02,-1.593917959831332720e-01,-9.222803938436889559e-02,-1.593917959831332720e-01
6.020000000000000462e+00,-9.059858157399347522e-02,-1.571208167125979216e-01,-9.057959188705244635e-02,-1.571110939374237014e-01,-9.059866102723204695e-02,-1.571208590886361278e-01,-9.059866102723204695e-02,-1.571208590886361278e-01
6.040000000000000036e+00,-8.894931100007391622e-02,-1.548940481254614532e-01,-8.893035200054395795e-02,-1.548845207561393433e-01,-8.894938312072117603e-02,-1.548940874614675167e-01,-8.894938312072117603e-02,-1.548940874614675167e-01
6.060000000000000497e+00,-8.728094027584694381e-02,-1.527115418268748803e-01,-8.726201490300238006e-02,-1.527022088116134213e-01,-8.728100495937154979e-02,-1.527115782327010396e-01,-8.728100495937154979e-02,-1.527115782327010396e-01
6.080000000000000071e+00,-8.559426750023822750e-02,-1.505733815823673549e-01,-8.557537866805725590e-02,-1.505642418208819056e-01,-8.559432464839177024e-02,-1.505734151713914726e-01,-8.559432464839177024e-02,-1.505734151713914726e-01
